Language,Benchmark,Runtime (s),RAPL package-0 (J),RAPL package-0-core (J),RAPL psys (J),INA system energy (J)
Rust Tokio,csv-svg-path,1.88668954,6.66083860,5.39984941,0.12129705,20.81425667
Rust Tokio,csv-svg-path,1.90123641,6.91672325,5.50633860,0.11619075,21.56949806
Rust Tokio,csv-svg-path,1.84582424,6.62712479,5.34591675,0.11619021,21.51231956
Rust Tokio,csv-svg-path,1.83088136,6.63030910,5.37893009,0.11544362,21.25778580
Rust Tokio,csv-svg-path,1.84700084,6.71254826,5.38175154,0.11629406,21.57271576
Rust Tokio,csv-svg-path,1.87170362,6.76144457,5.45947838,0.11585213,21.34104919
Rust Tokio,csv-svg-path,1.90347326,6.67095089,5.39149666,0.12213725,20.75299835
Rust Tokio,csv-svg-path,1.85423112,6.74555969,5.38782072,0.11642656,21.46603966
Rust Tokio,csv-svg-path,1.90375400,6.67635155,5.39977026,0.12268191,20.65874672
Rust Tokio,csv-svg-path,1.85866332,6.71672678,5.40423298,0.11843421,21.33311462
Rust Tokio,csv-svg-path,1.82148206,6.63635635,5.36904383,0.11363556,21.55584145
Rust Tokio,csv-svg-path,1.90819311,6.74986458,5.42039394,0.12328547,20.99456024
Rust Tokio,csv-svg-path,1.81168413,6.58854866,5.33515024,0.11348164,19.41711044
Rust Tokio,csv-svg-path,1.93481660,6.81314564,5.46357107,0.12568192,22.85320854
Rust Tokio,csv-svg-path,1.90393472,6.69900703,5.40451384,0.12353414,20.84592438
Rust Tokio,csv-svg-path,1.96815085,6.98236942,5.53142262,0.12882991,22.88735962
Rust Tokio,csv-svg-path,1.80765319,6.66604519,5.33755779,0.11287279,19.79931641
Rust Tokio,csv-svg-path,1.81338394,6.52950382,5.31929827,0.11437143,21.22657013
Rust Tokio,csv-svg-path,1.77807295,6.58072662,5.35393429,0.10887293,19.66470337
Rust Tokio,csv-svg-path,1.83263528,6.62555695,5.36502600,0.11572257,21.53590012
Rust Tokio,csv-svg-path,1.84911251,6.61169291,5.35377359,0.11626150,21.00644112
Rust Tokio,csv-svg-path,1.78948057,6.63671398,5.36380672,0.10997903,19.73805809
Rust Tokio,csv-svg-path,1.88886595,6.68854141,5.38627052,0.11924949,23.06036568
Rust Tokio,csv-svg-path,1.94570613,6.82456732,5.46958780,0.12600201,20.70874023
Rust Tokio,csv-svg-path,1.79079270,6.58257151,5.30783176,0.11520779,21.61071205
Rust Tokio,csv-svg-path,1.69267273,6.22844982,5.12240314,0.10390382,17.94239235
Rust Tokio,csv-svg-path,1.83631706,6.57341194,5.31864548,0.11383380,20.99806786
Rust Tokio,csv-svg-path,1.83405936,6.56537485,5.35744095,0.11624961,21.00210571
Rust Tokio,csv-svg-path,1.95675659,6.81808519,5.45752287,0.12680861,20.72023201
Rust Tokio,csv-svg-path,1.88320708,6.78816032,5.46287251,0.11994775,21.22673225
Rust Tokio,csv-svg-path,1.82250953,6.64444637,5.38090754,0.11490171,21.64775467
Rust Tokio,csv-svg-path,1.86353779,6.79398441,5.45893288,0.11286505,21.60564995
Rust Tokio,send-static-file,1.72312236,6.16281319,4.95689487,0.10758428,19.10670090
Rust Tokio,send-static-file,1.85722804,6.38239670,5.11775208,0.12040935,20.52318192
Rust Tokio,send-static-file,1.81230593,6.37080002,5.09192657,0.11365505,19.16599846
Rust Tokio,send-static-file,1.78612351,6.20895958,5.02178860,0.11289979,20.83781052
Rust Tokio,send-static-file,1.84994984,6.52677059,5.20488977,0.11539359,21.09869385
Rust Tokio,send-static-file,1.73629045,6.18620491,4.98637104,0.11079922,19.33315659
Rust Tokio,send-static-file,1.81501722,6.30424595,5.05577278,0.11752025,18.78614998
Rust Tokio,send-static-file,1.86288476,6.63885927,5.23878193,0.11421812,21.20056725
Rust Tokio,send-static-file,1.83737731,6.40042019,5.13751316,0.11473346,21.05867195
Rust Tokio,send-static-file,1.81005311,6.27663422,5.05540228,0.11521579,20.79502487
Rust Tokio,send-static-file,1.84574020,6.34027481,5.09366655,0.11936550,18.51247025
Rust Tokio,send-static-file,1.85550427,6.46253967,5.16497946,0.11701693,20.93251228
Rust Tokio,send-static-file,1.76542830,6.30440903,5.05499887,0.11028891,21.49981117
Rust Tokio,send-static-file,1.69111347,6.02310658,4.89996052,0.10832185,17.10142899
Rust Tokio,send-static-file,1.73336411,6.18035603,4.99178410,0.10712134,21.30714035
Rust Tokio,send-static-file,1.88707781,6.74779224,5.30239916,0.11744606,21.34481239
Rust Tokio,send-static-file,1.82030034,6.38926029,5.11470509,0.11463078,19.05795479
Rust Tokio,send-static-file,1.80966961,6.23331499,5.03182030,0.11534371,20.63946152
Rust Tokio,send-static-file,1.85673785,6.36415291,5.10345840,0.11889091,20.46155739
Rust Tokio,send-static-file,1.80554187,6.35961151,5.09740782,0.11302736,21.05309105
Rust Tokio,send-static-file,1.79706645,6.31001472,5.10122633,0.11108205,18.94324493
Rust Tokio,send-static-file,1.71708298,6.06487179,4.93783140,0.10773740,19.17999840
Rust Tokio,send-static-file,1.71802473,6.08646870,4.92943859,0.10821187,19.11581421
Rust Tokio,send-static-file,1.79958606,6.29095268,5.06313848,0.11348519,20.84498978
Rust Tokio,send-static-file,1.85359681,6.60163593,5.20935488,0.11613134,21.43592262
Rust Tokio,send-static-file,1.82359421,6.43924904,5.10535049,0.11598399,19.14581490
Rust Tokio,send-static-file,1.87072301,6.50395012,5.17563868,0.12239726,20.90530396
Rust Tokio,send-static-file,1.83560348,6.44719505,5.14153099,0.11384580,21.03059387
Rust Tokio,send-static-file,1.87365031,6.58767843,5.22448683,0.11582211,21.08757019
Rust Tokio,send-static-file,1.83724415,6.42419529,5.15614176,0.11388151,20.93391037
Rust Tokio,send-static-file,1.82937908,6.47089386,5.17003202,0.11577178,19.29172325
Rust Tokio,send-static-file,1.86855209,6.60703707,5.21723270,0.11785374,23.03418541
Rust Tokio,send-static-file,1.86441159,6.55385113,5.20140171,0.11865059,19.19783783
Rust Tokio,send-static-file,1.81785059,6.32288170,5.07472229,0.11393555,21.06233406
Rust Tokio,send-static-file,1.84399319,6.43980360,5.16494322,0.11664643,20.92184448
Rust Tokio,send-static-file,1.81487322,6.29337120,5.07000780,0.11440847,20.72390747
Rust Tokio,send-static-file,1.87179852,6.51458693,5.15575886,0.11945167,21.09087944
Rust Tokio,send-static-file,1.76026058,6.30605841,5.05898237,0.10945259,19.47780037
Rust Tokio,send-static-file,1.85009348,6.48485041,5.17618895,0.11447637,20.94218636
Rust Tokio,send-static-file,1.77158451,6.30743217,5.02717590,0.11165899,19.61380386
Rust Tokio,send-static-file,1.84520614,6.49580860,5.18954372,0.11546674,21.07592583
Rust Tokio,send-static-file,1.83768857,6.38611889,5.10458469,0.11643766,20.71436691
Rust Tokio,send-static-file,1.90585077,6.68617868,5.29476881,0.11996458,21.15499687
Rust Tokio,send-static-file,1.88840365,6.52999306,5.21614981,0.12206461,20.62369156
Rust Tokio,send-static-file,1.86257255,6.38338852,5.12724161,0.12063193,20.45112610
Rust Tokio,send-static-file,1.87182593,6.54493666,5.21978235,0.11737525,20.90333176
Rust Tokio,send-static-file,1.83435678,6.31983376,5.10014915,0.11746603,20.50157356
Rust Tokio,send-static-file,1.92851448,6.80382872,5.37855434,0.11979811,20.89572716
Rust Tokio,send-static-file,1.86735129,6.50596857,5.16199207,0.11591925,20.91133118
Rust Tokio,send-static-file,1.85430169,6.33870602,5.09484482,0.12051548,20.52841377
Rust Tokio,send-static-file,1.85188985,6.44951105,5.14274931,0.11811067,20.90772629
Rust Tokio,send-static-file,1.88141334,6.53577518,5.21463442,0.12009640,20.85494041
Rust Tokio,send-static-file,1.82924271,6.45835972,5.14392233,0.11534789,21.26071548
Rust Tokio,send-static-file,1.84995818,6.45278358,5.17650700,0.11954446,20.75492859
Rust Tokio,send-static-file,1.85838246,6.54323530,5.22152281,0.11532454,20.98986626
Rust Tokio,send-static-file,1.85506082,6.55823231,5.23362589,0.11586478,19.05830574
Rust Tokio,send-static-file,1.85365558,6.39951420,5.13067532,0.11863345,20.59206772
Rust Tokio,send-static-file,1.84262788,6.45325947,5.15158844,0.11752049,20.98678589
Rust Tokio,send-static-file,1.90529311,6.68415737,5.25429487,0.12229219,20.93724442
Rust Tokio,send-static-file,1.88926268,6.52737188,5.20587301,0.12107537,20.80965614
Rust Tokio,send-static-file,1.89728880,6.58539200,5.22974777,0.12174360,22.92030525
Rust Tokio,send-static-file,1.90814948,6.57159090,5.22002029,0.12285914,20.65088844
Rust Tokio,send-static-file,1.85260177,6.36754036,5.12656546,0.11864869,20.50020218
Rust Tokio,send-static-file,1.88718319,6.55755711,5.22749996,0.11817744,20.75087357
Rust Tokio,send-static-file,1.88714194,6.66559505,5.19759703,0.11921507,21.12594795
Rust Tokio,send-static-file,1.87761378,6.49076223,5.18021536,0.12320700,20.73673248
Rust Tokio,send-static-file,1.87844825,6.39455223,5.13228273,0.12447613,20.39149094
Rust Tokio,send-static-file,1.87403321,6.41682720,5.14376163,0.12240822,20.46188545
Rust Tokio,send-static-file,1.77408433,6.18586445,5.03694105,0.11400044,18.82808495
Rust Tokio,send-static-file,1.85540211,6.51721001,5.22394943,0.11476051,21.05769539
Rust Tokio,send-static-file,1.82347965,6.30149651,5.09803772,0.11586375,20.64602089
Rust Tokio,send-static-file,1.85938740,6.54483080,5.20610332,0.11366205,21.08181953
Rust Tokio,send-static-file,1.84640288,6.31484127,5.10580873,0.11831728,20.44878578
Rust Tokio,send-static-file,1.84088910,6.27536964,5.08699894,0.11992830,20.36489296
Rust Tokio,send-static-file,1.87515521,6.54475784,5.21414709,0.11708092,20.92862892
Rust Tokio,send-static-file,1.85697150,6.48633099,5.13376951,0.11998530,20.89863968
Rust Tokio,send-static-file,1.79780781,6.32980108,5.08735991,0.11339062,19.09816933
Rust Tokio,send-static-file,1.83909917,6.44430399,5.16297913,0.11592790,21.08684349
Rust Tokio,send-static-file,1.88561821,6.57469654,5.24529076,0.11771257,20.94117165
Rust Tokio,send-static-file,1.88682175,6.50181055,5.21288633,0.11806002,20.59527016
Rust Tokio,send-static-file,1.84821224,6.43701363,5.15311718,0.11615338,20.69555092
Rust Tokio,send-static-file,1.86712384,6.51689816,5.21554089,0.11763076,20.88048744
Rust Tokio,send-static-file,1.90010977,6.62522602,5.27317286,0.11919811,20.82151222
Rust Tokio,send-static-file,1.83271480,6.41449070,5.15005350,0.11462235,21.00450897
Rust Tokio,send-static-file,1.85077608,6.43558073,5.15323400,0.11647984,20.90971756
Rust Tokio,send-static-file,1.61191821,5.87097692,4.82224274,0.10063206,17.80552483
Rust Tokio,send-static-file,1.90942645,6.56371069,5.21342659,0.12228944,20.61735535
Rust Tokio,send-static-file,1.91153288,6.75302410,5.34859562,0.11889997,20.98858833
Rust Tokio,send-static-file,1.88225269,6.53752041,5.20820522,0.11837547,22.75968933
Rust Tokio,send-static-file,1.80873609,6.27524090,5.07787037,0.11487011,18.57863045
Rust Tokio,send-static-file,1.80428433,6.31442070,5.08233261,0.11255775,20.93033981
Rust Tokio,send-static-file,1.90548706,6.78357220,5.35864687,0.11789519,21.21814728
Rust Tokio,send-static-file,1.81679201,6.44277096,5.10869980,0.11193788,21.25172806
Rust Tokio,send-static-file,1.85112679,6.35279465,5.10412645,0.11677944,20.59659004
Rust Tokio,send-static-file,1.81723475,6.42306805,5.12562466,0.11535005,19.21968651
Rust Tokio,send-static-file,1.86002851,6.50576067,5.20506477,0.11725217,20.95567322
Rust Tokio,send-static-file,1.93603039,6.92237282,5.35279608,0.12249021,21.35103989
Rust Tokio,send-static-file,1.83248281,6.47865009,5.15843773,0.11493093,21.25492287
Rust Tokio,send-static-file,1.82507706,6.41101360,5.13694382,0.11315312,21.11191368
Rust Tokio,send-static-file,1.82192957,6.40015411,5.14225626,0.11417865,20.89879227
Rust Tokio,varying-allocations,1.80417848,6.48066998,5.13843489,0.10767739,20.24302864
Rust Tokio,varying-allocations,1.83557904,6.52609301,5.18505144,0.11408919,19.12438774
Rust Tokio,varying-allocations,1.88942444,6.53919315,5.16624546,0.12107287,22.74686623
Rust Tokio,varying-allocations,1.77276468,6.37594223,5.09108639,0.11096878,19.45544434
Rust Tokio,varying-allocations,1.87970209,6.57823801,5.20656204,0.11847579,20.73299980
Rust Tokio,varying-allocations,1.85848451,6.54447174,5.16279554,0.11678798,21.11468506
Rust Tokio,varying-allocations,1.83902419,6.53402472,5.19313812,0.11592906,21.27447891
Rust Tokio,varying-allocations,1.80927241,6.56715155,5.19756794,0.10949083,19.73392105
Rust Tokio,varying-allocations,1.79554224,6.70703030,5.21722031,0.11183855,22.22722054
Rust Tokio,varying-allocations,1.72640014,6.34826422,5.05319357,0.10576373,19.91333961
Rust Tokio,varying-allocations,1.83676314,6.46514130,5.12152100,0.11571892,21.12227058
Rust Tokio,varying-allocations,1.83032608,6.65971756,5.23750544,0.11295018,19.54002953
Rust Tokio,varying-allocations,1.88487577,6.48771143,5.17242718,0.11998302,20.44249916
Rust Tokio,varying-allocations,1.79936922,6.49907017,5.17967510,0.11049754,21.59537697
Rust Tokio,varying-allocations,1.76538277,6.39182329,5.09455299,0.10833661,19.28114319
Rust Tokio,varying-allocations,1.77983940,6.53805161,5.18994427,0.10884569,21.78654480
Rust Tokio,varying-allocations,1.84074712,6.64632797,5.24991608,0.11529249,21.39639664
Rust Tokio,varying-allocations,1.92011404,6.72285938,5.29661036,0.12157464,20.69199562
Rust Tokio,varying-allocations,1.91513956,6.77668571,5.32865191,0.11976036,21.13838959
Rust Tokio,varying-allocations,1.91588640,6.71431112,5.28420687,0.11974884,20.88705444
Rust Tokio,varying-allocations,1.87997317,6.58103085,5.21032000,0.12005762,22.85751534
Rust Tokio,varying-allocations,1.87718868,6.75994682,5.32008886,0.11668356,19.45624352
Rust Tokio,varying-allocations,1.88016748,6.60433578,5.24289370,0.11627062,22.79466629
Rust Tokio,varying-allocations,1.83690119,6.38483810,5.10362387,0.11846379,18.68452454
Rust Tokio,varying-allocations,1.92126250,6.76456594,5.29131126,0.12106993,23.03369331
Rust Tokio,varying-allocations,1.86277938,6.54699087,5.16591644,0.11989574,20.70075607
Rust Tokio,varying-allocations,1.82490146,6.53166008,5.19469976,0.11523083,19.29972839
Rust Tokio,varying-allocations,1.92919254,6.91545582,5.32129908,0.12125164,23.14451408
Rust Tokio,varying-allocations,1.89312470,6.61561871,5.24284983,0.11765783,20.74025154
Rust Tokio,varying-allocations,1.93624997,6.82734966,5.33605194,0.11906883,21.10064697
Rust Tokio,varying-allocations,1.88839960,6.64254856,5.20430946,0.11840169,20.90494919
Rust Tokio,varying-allocations,1.86618364,6.45843267,5.14959431,0.12027026,20.69466972
Rust Tokio,varying-allocations,1.90216792,6.65800381,5.28212738,0.11812937,22.69283295
Rust Tokio,varying-allocations,1.77286279,6.42424536,5.11787128,0.10803726,19.51776886
Rust Tokio,varying-allocations,1.94245410,6.93490887,5.41143417,0.12080416,21.15205383
Rust Tokio,varying-allocations,1.88158560,6.50918770,5.17439556,0.11966676,20.66713142
Rust Tokio,varying-allocations,1.87895584,6.50645542,5.18026829,0.12111131,20.64058304
Rust Tokio,varying-allocations,1.94608593,6.74862957,5.32257843,0.12410515,22.58306122
Rust Tokio,varying-allocations,1.86706972,6.65681744,5.24588108,0.11519059,21.22433472
Rust Tokio,varying-allocations,1.90628207,6.66527176,5.25621319,0.11977493,20.90422630
Rust Tokio,varying-allocations,1.96216512,6.84369087,5.33419228,0.12568721,22.86681175
Rust Tokio,varying-allocations,1.81796813,6.52831554,5.21222305,0.11130974,19.34337425
Rust Tokio,varying-allocations,1.97024941,7.05499744,5.44015408,0.12354956,23.07110786
Rust Tokio,varying-allocations,1.90279889,6.81554413,5.30574751,0.11842364,21.41045380
Rust Tokio,varying-allocations,1.73330176,6.27487898,5.04043388,0.10584031,19.52600098
Rust Tokio,varying-allocations,1.90784478,6.61096716,5.23952103,0.11981084,22.62018204
Rust Tokio,varying-allocations,1.90071011,6.61136913,5.24491644,0.11772486,20.82043839
Rust Tokio,varying-allocations,1.85676527,6.53988934,5.21514940,0.11657049,20.93025780
Rust Tokio,varying-allocations,1.86151838,6.64212513,5.26253653,0.11356719,21.23426056
Rust Tokio,varying-allocations,1.92461395,6.69373417,5.29373074,0.12156725,20.62145042
Rust Tokio,varying-allocations,1.82695246,6.61822176,5.22935057,0.11227021,21.51481056
Rust Tokio,varying-allocations,1.91156340,6.77879238,5.33980370,0.11798349,20.95728302
Rust Tokio,varying-allocations,1.80485630,6.40357590,5.11822653,0.11236694,19.11681747
Rust Tokio,varying-allocations,1.93543935,6.74676180,5.29590797,0.12060633,22.75834656
Rust Tokio,varying-allocations,1.75837994,6.34367132,5.09010983,0.10966559,19.38741302
Rust Tokio,varying-allocations,1.94947481,6.79443502,5.34178019,0.12222090,22.79575157
Rust Tokio,varying-allocations,1.75217438,6.31539822,5.05971003,0.10731930,19.39850807
Rust Tokio,varying-allocations,1.85558057,6.46137714,5.15697575,0.11799275,20.58862686
Rust Tokio,varying-allocations,1.83763027,6.67173481,5.22366905,0.11295955,21.40196991
Rust Tokio,varying-allocations,1.85562396,6.71875143,5.28478003,0.11488008,19.52604866
Rust Tokio,varying-allocations,1.87569928,6.70030355,5.31767035,0.11670553,23.02140617
Rust Tokio,varying-allocations,1.82991183,6.57689667,5.21459723,0.11417758,19.47826958
Rust Tokio,varying-allocations,1.75560331,6.33641768,5.07054520,0.10921942,21.39237785
Rust Tokio,varying-allocations,1.88132060,6.60184431,5.23045254,0.11796184,20.91760635
Rust Tokio,varying-allocations,1.85701394,6.70049477,5.27426720,0.11449165,21.52356339
Rust Tokio,varying-allocations,1.84655559,6.68208504,5.26198292,0.11343192,19.51101303
Rust Tokio,varying-allocations,1.89576364,6.68596125,5.28525543,0.11871612,22.86053276
Rust Tokio,varying-allocations,1.89227080,6.49945736,5.17274332,0.11779299,20.39802742
Rust Tokio,varying-allocations,1.87837422,6.56270361,5.23373079,0.11538327,20.64162445
Rust Tokio,varying-allocations,1.83734202,6.66677141,5.25409317,0.11119399,21.46498489
Rust Tokio,varying-allocations,1.95349085,6.85264540,5.35548592,0.12252597,20.94482040
Rust Tokio,varying-allocations,1.87672198,6.61410332,5.25647402,0.11455375,21.01957703
Rust Tokio,varying-allocations,1.89708078,6.80722713,5.31332445,0.11796282,21.35817719
Rust Tokio,varying-allocations,1.89861727,6.70541763,5.29718399,0.11910012,21.19918060
Rust Tokio,varying-allocations,1.84407783,6.51571560,5.18550253,0.11493513,21.01544189
Rust Tokio,varying-allocations,1.89611578,6.90248919,5.29828310,0.12041970,21.32865334
Rust Tokio,varying-allocations,1.81942296,6.40680408,5.11680460,0.11513231,20.96577263
Rust Tokio,varying-allocations,1.84649014,6.57806587,5.22732162,0.11562993,21.07362938
Rust Tokio,varying-allocations,1.80875278,6.55676842,5.21177912,0.11047584,19.35985184
Rust Tokio,varying-allocations,1.87238479,6.51558304,5.19128561,0.11883263,20.52733231
Rust Tokio,varying-allocations,1.88087153,6.60672665,5.21352816,0.11845677,21.07465744
Rust Tokio,varying-allocations,1.91943097,6.62247229,5.23631430,0.12579718,20.47446823
Rust Tokio,varying-allocations,1.82031441,6.46699524,5.13527155,0.11328757,19.12042999
Rust Tokio,varying-allocations,1.79494619,6.50408459,5.20220232,0.10617074,21.54078674
Rust Tokio,varying-allocations,1.85385561,6.65583992,5.26908350,0.11368635,21.24796104
Rust Tokio,varying-allocations,1.77932775,6.38977814,5.14031219,0.10897557,19.19371033
Rust Tokio,varying-allocations,1.91047955,6.56565571,5.21997547,0.12099122,20.36547089
Rust Tokio,varying-allocations,1.83706450,6.46184254,5.18429565,0.11351728,18.87173080
Rust Tokio,varying-allocations,1.98659480,7.03853989,5.46901512,0.12463951,23.26063347
Rust Tokio,varying-allocations,1.80215693,6.44099712,5.16280127,0.11259155,21.30914307
Rust Tokio,varying-allocations,1.93281698,6.81878757,5.36525583,0.12113477,20.82553482
Rust Tokio,varying-allocations,1.89426875,6.67436028,5.27740622,0.11886118,20.61320496
Rust Tokio,varying-allocations,1.68407166,6.21348143,4.94642496,0.10501244,20.05151939
Rust Tokio,varying-allocations,1.84064782,6.56812096,5.17033577,0.11303502,21.08407593
Rust Tokio,varying-allocations,1.91154170,6.77998734,5.33699894,0.11798482,20.92607307
Rust Tokio,varying-allocations,1.80016851,6.50991297,5.16263056,0.11079121,21.40644836
Rust Tokio,varying-allocations,1.90678954,6.66755915,5.24951124,0.11891211,20.80956841
Rust Tokio,varying-allocations,1.85116923,6.53332710,5.21111679,0.11586378,20.90901375
Rust Tokio,varying-allocations,1.87341321,6.71404076,5.30556536,0.11374977,21.33799362
Rust Tokio,varying-allocations,1.89178312,6.66602468,5.28039408,0.11670250,20.89889908
Rust Tokio (alloc),csv-svg-path,1.80613875,6.47613049,5.24438381,0.11253015,19.73952484
Rust Tokio (alloc),csv-svg-path,1.76931596,6.56155777,5.30992842,0.11047297,19.64911079
Rust Tokio (alloc),csv-svg-path,1.78767848,6.52966642,5.29415894,0.11330181,21.71002960
Rust Tokio (alloc),csv-svg-path,1.80490494,6.47899723,5.26281404,0.11682118,19.21047974
Rust Tokio (alloc),csv-svg-path,1.91412091,6.80898571,5.42781019,0.12331606,23.17146111
Rust Tokio (alloc),csv-svg-path,1.86507845,6.74581814,5.42289400,0.11748029,21.44664574
Rust Tokio (alloc),csv-svg-path,1.91452885,6.99112034,5.48618126,0.12013576,21.35823250
Rust Tokio (alloc),csv-svg-path,1.93024719,6.78342533,5.41622686,0.12685139,20.98637962
Rust Tokio (alloc),csv-svg-path,1.83900392,6.61535549,5.33889198,0.11788236,21.27451324
Rust Tokio (alloc),csv-svg-path,1.66361976,6.18634033,5.07226133,0.10300782,19.77558708
Rust Tokio (alloc),csv-svg-path,1.83909607,6.59823895,5.33216810,0.11647694,19.24309921
Rust Tokio (alloc),csv-svg-path,1.82290888,6.59917974,5.32514334,0.11849655,21.42829132
Rust Tokio (alloc),csv-svg-path,1.75095403,6.44629192,5.24464369,0.10990112,19.77569008
Rust Tokio (alloc),csv-svg-path,1.85889137,6.63871717,5.33847713,0.12093271,21.20770645
Rust Tokio (alloc),csv-svg-path,1.88268542,6.72547340,5.40213203,0.11836779,23.10266495
Rust Tokio (alloc),csv-svg-path,1.88035035,6.72628975,5.41053867,0.11962579,19.20059013
Rust Tokio (alloc),csv-svg-path,1.76256037,6.55273628,5.28055859,0.10911214,22.06743813
Rust Tokio (alloc),csv-svg-path,1.80687320,6.59944534,5.34068584,0.11465482,19.33196068
Rust Tokio (alloc),csv-svg-path,1.79464173,6.56274605,5.31538963,0.10965444,21.88508034
Rust Tokio (alloc),csv-svg-path,1.93145633,6.79256248,5.43582296,0.12524575,20.79671669
Rust Tokio (alloc),csv-svg-path,1.89223039,6.79902172,5.44868517,0.11791661,21.33559990
Rust Tokio (alloc),csv-svg-path,1.76419115,6.52963066,5.29938126,0.10835399,21.81452370
Rust Tokio (alloc),csv-svg-path,1.75817609,6.47217655,5.28556395,0.10893575,19.76277733
Rust Tokio (alloc),csv-svg-path,1.88346410,6.87563229,5.42213726,0.11896579,21.32002258
Rust Tokio (alloc),csv-svg-path,1.77123857,6.49641037,5.27257061,0.11099231,19.77067375
Rust Tokio (alloc),csv-svg-path,1.89689744,6.72927952,5.42985868,0.11833264,20.92100525
Rust Tokio (alloc),csv-svg-path,1.86096776,6.81477642,5.44398642,0.11430869,23.70399475
Rust Tokio (alloc),csv-svg-path,1.93222880,6.75840473,5.43171930,0.12291384,20.70158577
Rust Tokio (alloc),csv-svg-path,1.94286203,6.86600685,5.49501276,0.12110286,20.93257523
Rust Tokio (alloc),csv-svg-path,1.88370776,6.86473656,5.48815298,0.11462903,21.47583771
Rust Tokio (alloc),csv-svg-path,1.91985345,6.75471687,5.42810535,0.12328867,22.91121292
Rust Tokio (alloc),csv-svg-path,1.85633767,6.72448540,5.42118406,0.11590607,21.46227264
Rust Tokio (alloc),csv-svg-path,1.86318707,6.70513964,5.42118645,0.11500646,21.20002747
Rust Tokio (alloc),csv-svg-path,1.93025160,6.87484884,5.50124836,0.12086932,21.01762009
Rust Tokio (alloc),csv-svg-path,1.82368994,6.59808826,5.34917593,0.11311351,21.42689514
Rust Tokio (alloc),csv-svg-path,1.88129222,6.80525875,5.47111511,0.11906128,21.26140594
Rust Tokio (alloc),csv-svg-path,1.75979233,6.45123100,5.28589487,0.10945982,19.47863770
Rust Tokio (alloc),csv-svg-path,1.92982697,6.79173994,5.45374298,0.12386686,20.70587921
Rust Tokio (alloc),csv-svg-path,1.89680338,6.74756050,5.42553473,0.12120309,23.20242310
Rust Tokio (alloc),csv-svg-path,1.85269070,6.87032413,5.45553732,0.11504632,22.00004387
Rust Tokio (alloc),csv-svg-path,1.89121258,6.80141354,5.41442156,0.12067831,21.24366951
Rust Tokio (alloc),csv-svg-path,1.97269940,6.92032671,5.49039078,0.12875977,20.84797859
Rust Tokio (alloc),csv-svg-path,1.91663659,6.94776726,5.52503777,0.11784527,21.35446358
Rust Tokio (alloc),csv-svg-path,1.84711051,6.66140461,5.39791393,0.11714637,21.19752121
Rust Tokio (alloc),csv-svg-path,1.85309994,6.72787237,5.40459299,0.11687201,21.49931145
Rust Tokio (alloc),csv-svg-path,1.86254919,6.81738567,5.43363905,0.11629830,21.79491806
Rust Tokio (alloc),csv-svg-path,1.88371885,6.70511150,5.40471745,0.11810886,20.94456863
Rust Tokio (alloc),csv-svg-path,1.89669049,6.78027630,5.44556475,0.12144783,21.20262527
Rust Tokio (alloc),csv-svg-path,1.83298838,6.74570894,5.43048286,0.11394713,21.81651878
Rust Tokio (alloc),csv-svg-path,1.85430980,6.71991825,5.40423107,0.11532636,21.49714851
Rust Tokio (alloc),csv-svg-path,1.83330798,6.70063305,5.41812134,0.11589520,21.47219849
Rust Tokio (alloc),csv-svg-path,1.90997446,6.68049192,5.42406607,0.12148700,20.71012497
Rust Tokio (alloc),csv-svg-path,1.83603179,6.64376307,5.37049246,0.11536519,21.31107712
Rust Tokio (alloc),csv-svg-path,1.84959316,6.76471710,5.42422247,0.11527707,21.72433090
Rust Tokio (alloc),csv-svg-path,1.79831791,6.60838890,5.35739040,0.11228476,19.78475761
Rust Tokio (alloc),csv-svg-path,1.84953451,6.82462788,5.44900799,0.11735298,21.63068581
Rust Tokio (alloc),csv-svg-path,1.78331733,6.60043669,5.35153055,0.11050206,21.90532684
Rust Tokio (alloc),csv-svg-path,1.88134050,6.75165272,5.40214157,0.12040254,21.13632011
Rust Tokio (alloc),csv-svg-path,1.78101277,6.52435970,5.30762672,0.11047561,19.62819672
Rust Tokio (alloc),csv-svg-path,1.97704840,7.07925081,5.60220909,0.12258970,23.24645233
Rust Tokio (alloc),csv-svg-path,1.84690976,6.68309498,5.39402866,0.11611246,19.47912979
Rust Tokio (alloc),csv-svg-path,1.89213502,6.81394768,5.44594860,0.11614808,23.36701965
Rust Tokio (alloc),csv-svg-path,1.85902417,6.72627020,5.41243744,0.11732866,21.17621994
Rust Tokio (alloc),csv-svg-path,1.96144676,6.81379604,5.46139812,0.12618729,20.58684731
Rust Tokio (alloc),csv-svg-path,1.95847571,6.92697668,5.51643705,0.12562311,22.93590927
Rust Tokio (alloc),csv-svg-path,1.90468836,6.78438663,5.45711327,0.12114150,21.09457588
Rust Tokio (alloc),csv-svg-path,1.90126228,6.77941322,5.44298124,0.12003534,21.28820229
Rust Tokio (alloc),csv-svg-path,1.92095280,6.89202404,5.51552248,0.12076871,23.25299644
Rust Tokio (alloc),csv-svg-path,1.74786472,6.46878576,5.27979660,0.10811774,19.87496376
Rust Tokio (alloc),csv-svg-path,1.89812982,6.90640736,5.53789186,0.11794765,21.29380226
Rust Tokio (alloc),csv-svg-path,1.87103319,6.71065712,5.38855934,0.11641148,21.21724892
