Language,Benchmark,Runtime (s),RAPL package-0 (J),RAPL package-0-core (J),RAPL psys (J),INA system energy (J)
Rust Nea,csv-svg-path,1.96365070,7.87172222,6.31170750,0.12987630,23.14540672
Rust Nea,csv-svg-path,1.97642159,7.88166237,6.33456945,0.13096137,25.21632385
Rust Nea,csv-svg-path,1.95872974,7.81559753,6.30651045,0.13166118,25.18545532
Rust Nea,csv-svg-path,1.97557116,7.96349335,6.32299423,0.13091248,23.62409401
Rust Nea,csv-svg-path,2.05416989,7.93538189,6.35291862,0.13556048,25.01481628
Rust Nea,csv-svg-path,1.97422051,7.89001179,6.29498959,0.13038531,24.97025871
Rust Nea,csv-svg-path,2.00285840,7.89788485,6.29542780,0.13329972,25.10655594
Rust Nea,csv-svg-path,1.98490715,7.87313747,6.32440186,0.13082953,24.98240089
Rust Nea,csv-svg-path,1.95512319,7.78351402,6.26444244,0.12890980,23.03565216
Rust Nea,csv-svg-path,1.95152175,7.80263138,6.25771523,0.12920833,25.32334137
Rust Nea,csv-svg-path,1.97593069,7.74086189,6.21309519,0.12816094,22.99845123
Rust Nea,csv-svg-path,2.01030898,8.08324814,6.40090084,0.13428383,25.40573502
Rust Nea,csv-svg-path,1.96966422,7.88651514,6.33528996,0.12984458,25.29090500
Rust Nea,csv-svg-path,1.96519661,7.89208984,6.30197334,0.13015746,23.33014297
Rust Nea,csv-svg-path,1.96125197,7.82875824,6.31108618,0.13168329,25.21219444
Rust Nea,csv-svg-path,1.96592498,7.87716961,6.34029293,0.13063425,25.29759026
Rust Nea,csv-svg-path,1.96545219,7.83100557,6.28589535,0.13064153,23.29843521
Rust Nea,csv-svg-path,1.98480058,7.81282520,6.28351974,0.13095418,24.92009163
Rust Nea,csv-svg-path,1.96660566,7.96132612,6.31129599,0.13074574,25.39012337
Rust Nea,csv-svg-path,1.96138811,7.93626356,6.31479597,0.13076518,23.61820221
Rust Nea,csv-svg-path,1.98993993,7.90307999,6.33849859,0.13264492,25.53590393
Rust Nea,csv-svg-path,1.97442162,7.92288685,6.34135532,0.12970921,25.31364822
Rust Nea,csv-svg-path,1.96789694,7.98204803,6.32105732,0.13127583,23.51281357
Rust Nea,csv-svg-path,1.98443246,7.84974289,6.30796814,0.13077685,25.23324966
Rust Nea,csv-svg-path,1.98301911,7.87700939,6.35022116,0.13146964,25.04827690
Rust Nea,csv-svg-path,1.98227406,7.90916920,6.34773016,0.13166413,23.23711014
Rust Nea,csv-svg-path,1.99630260,8.04224014,6.40049839,0.13285181,25.39952660
Rust Nea,csv-svg-path,1.99266696,7.97608662,6.37308216,0.13211387,25.56227684
Rust Nea,csv-svg-path,1.97456920,7.79258156,6.28781319,0.13227093,24.78213501
Rust Nea,csv-svg-path,1.94239116,7.81367302,6.28802443,0.12983713,23.27716637
Rust Nea,csv-svg-path,1.99590325,7.83372498,6.31307459,0.13365096,24.96274185
Rust Nea,csv-svg-path,1.98583984,7.92960024,6.33901978,0.13325715,25.16823387
Rust Nea,csv-svg-path,1.96503091,7.89272690,6.32860041,0.13040502,23.29918861
Rust Nea,csv-svg-path,1.97813535,7.86824799,6.33037281,0.13068995,25.33825874
Rust Nea,csv-svg-path,1.97630560,7.90882874,6.32084656,0.13084117,23.46652985
Rust Nea,csv-svg-path,1.95459032,7.80049610,6.29037333,0.13068701,25.19285583
Rust Nea,csv-svg-path,1.98359430,7.91275358,6.34924889,0.13329178,25.39099884
Rust Nea,csv-svg-path,1.98651385,7.80264664,6.29104233,0.13342974,22.82327843
Rust Nea,csv-svg-path,1.95452082,7.94794846,6.32187462,0.13117710,25.44297981
Rust Nea,csv-svg-path,2.01444626,7.94332409,6.35710096,0.13537903,25.36708832
Rust Nea,csv-svg-path,1.98113728,7.88526535,6.31988716,0.13064465,25.14539146
Rust Nea,csv-svg-path,1.99901342,8.12607861,6.39950180,0.13396901,25.48843002
Rust Nea,csv-svg-path,1.99048984,8.00893307,6.34528017,0.13086644,23.69116974
Rust Nea,csv-svg-path,1.95657849,7.86115837,6.31679106,0.13181636,25.28305054
Rust Nea,csv-svg-path,1.99160242,7.87650394,6.33369637,0.13188629,25.06418037
Rust Nea,csv-svg-path,1.97038817,7.95106983,6.35493326,0.13178641,23.38335991
Rust Nea,send-static-file,1.83194208,6.81668854,5.44303560,0.12146927,19.56838989
Rust Nea,send-static-file,1.80398321,6.86868286,5.47982216,0.12190139,22.33712769
Rust Nea,send-static-file,1.81393480,6.77292776,5.43606472,0.12241994,22.10058594
Rust Nea,send-static-file,1.77092338,6.77011776,5.43989754,0.11856517,20.45873642
Rust Nea,send-static-file,1.80502057,6.83574057,5.41142368,0.11840639,22.71027374
Rust Nea,send-static-file,1.78035939,6.88022137,5.45020723,0.11756567,20.97311592
Rust Nea,send-static-file,1.82176709,7.02108431,5.51446295,0.12107816,22.89908218
Rust Nea,send-static-file,1.78513837,6.85765839,5.47848892,0.11962798,20.55832100
Rust Nea,send-static-file,1.81608677,6.78705931,5.44757366,0.12012775,22.28423882
Rust Nea,send-static-file,1.77832961,6.68174887,5.37063360,0.11723098,20.16424561
Rust Nea,send-static-file,1.79615378,6.83927250,5.45269346,0.11952013,22.25737762
Rust Nea,send-static-file,1.78961349,6.73219919,5.40377188,0.11949797,20.39406967
Rust Nea,send-static-file,1.79159117,6.80075216,5.43403482,0.11763748,22.54678345
Rust Nea,send-static-file,1.79471242,6.84998417,5.47578430,0.11825935,20.50995445
Rust Nea,send-static-file,1.80625510,6.77196121,5.44249153,0.11930336,22.17681694
Rust Nea,send-static-file,1.79285765,6.72947311,5.41871452,0.11822794,20.16951942
Rust Nea,send-static-file,1.86593628,6.81137514,5.45460892,0.12497408,21.72636223
Rust Nea,send-static-file,1.83325720,6.86599731,5.50253820,0.12242598,21.94103813
Rust Nea,send-static-file,1.80770504,6.92456532,5.51522589,0.12019601,22.29922485
Rust Nea,send-static-file,1.80144000,6.90389538,5.50460768,0.11888862,20.71667480
Rust Nea,send-static-file,1.81664705,6.90009785,5.49799490,0.12005812,22.65823746
Rust Nea,send-static-file,1.80936611,6.99430561,5.51878643,0.11956038,20.79625320
Rust Nea,send-static-file,1.79243779,6.82256508,5.46196747,0.11786742,22.60777092
Rust Nea,send-static-file,1.82587123,6.99174881,5.50533438,0.12223587,22.51674461
Rust Nea,send-static-file,1.79399931,6.91834688,5.51363373,0.12077334,20.69872856
Rust Nea,send-static-file,1.79550636,6.87237167,5.48028326,0.12050611,22.72728348
Rust Nea,send-static-file,1.83553827,7.12643814,5.59820175,0.12184180,20.71821022
Rust Nea,send-static-file,1.78442740,6.78020573,5.46079588,0.11908995,22.46584320
Rust Nea,send-static-file,1.80632925,6.91954422,5.50986719,0.12021722,20.67668343
Rust Nea,send-static-file,1.80414248,6.98017740,5.53797245,0.11872493,22.89934349
Rust Nea,send-static-file,1.82510829,6.86353588,5.48154497,0.11962263,22.42435837
Rust Nea,send-static-file,1.78935575,6.94227505,5.51683331,0.11907496,20.61328125
Rust Nea,send-static-file,1.78644085,6.87225962,5.49264336,0.11631289,22.74349213
Rust Nea,send-static-file,1.81223083,6.94361496,5.52961493,0.12018721,20.63488197
Rust Nea,send-static-file,1.81287003,6.82483578,5.47034836,0.11779635,22.25873947
Rust Nea,send-static-file,1.80034971,6.78244305,5.46809196,0.11780742,21.90612411
Rust Nea,send-static-file,1.78028309,6.82706165,5.47578859,0.11726185,20.59825134
Rust Nea,send-static-file,1.80150962,6.91873550,5.51253462,0.11937553,20.62280083
Rust Nea,send-static-file,1.80834556,6.86523151,5.48958921,0.11786712,22.61057854
Rust Nea,send-static-file,1.80768180,6.88169575,5.51913404,0.11647335,22.39301491
Rust Nea,send-static-file,1.81649077,7.04628754,5.53579092,0.12073153,20.81476593
Rust Nea,send-static-file,1.82262254,6.88852406,5.50449228,0.11843996,22.39755249
Rust Nea,send-static-file,1.79639530,6.89014816,5.50607443,0.11737940,20.38194466
Rust Nea,send-static-file,1.84252596,6.95794106,5.50566244,0.12045306,22.61196709
Rust Nea,send-static-file,1.79157066,6.87225771,5.48976183,0.11623280,22.32807159
Rust Nea,send-static-file,1.79987037,6.85500240,5.48968458,0.11897381,20.50073242
Rust Nea,send-static-file,1.78640842,6.81628227,5.48428488,0.11417741,22.27480125
Rust Nea,send-static-file,1.79856014,6.91017723,5.51465321,0.11844502,20.65932465
Rust Nea,send-static-file,1.79747653,6.91994095,5.52446413,0.11620273,22.78626251
Rust Nea,send-static-file,1.81327558,6.77296591,5.43710661,0.11852311,20.28926468
Rust Nea,send-static-file,1.80566573,6.81717157,5.46903753,0.11772545,22.27161980
Rust Nea,send-static-file,1.81494951,6.81277847,5.46684980,0.11898530,21.97377205
Rust Nea,send-static-file,1.79404545,6.83074617,5.45961285,0.11796564,20.51114655
Rust Nea,send-static-file,1.79991066,6.95112801,5.53734875,0.11891220,22.43815994
Rust Nea,send-static-file,1.79450679,6.91129398,5.51010609,0.11869053,20.54157066
Rust Nea,send-static-file,1.78053260,6.83208752,5.47741222,0.11835600,22.59780693
Rust Nea,send-static-file,1.80628037,6.90100861,5.48893690,0.11802097,20.70802116
Rust Nea,send-static-file,1.81967628,7.05861092,5.53871489,0.11927941,22.87157059
Rust Nea,send-static-file,1.79896355,6.98007631,5.53731918,0.11569180,22.93985367
Rust Nea,send-static-file,1.80208671,6.92530155,5.51070833,0.11832964,20.84051895
Rust Nea,send-static-file,1.81232405,6.90085888,5.50738955,0.11847677,22.29096603
Rust Nea,send-static-file,1.84083819,6.92590332,5.47536945,0.12133309,20.61498451
Rust Nea,send-static-file,1.80979323,6.90523052,5.51074982,0.11918680,22.29549026
Rust Nea,send-static-file,1.79906821,6.82866144,5.48048496,0.11788818,22.22091675
Rust Nea,send-static-file,1.85316896,6.85434580,5.49699354,0.12388894,20.18668747
Rust Nea,send-static-file,1.75439692,6.65369129,5.37156582,0.11564702,20.30078506
Rust Nea,send-static-file,1.85161543,6.88721323,5.49201822,0.12238790,22.18946648
Rust Nea,send-static-file,1.81547523,6.96951294,5.52411127,0.12093019,20.84783173
Rust Nea,send-static-file,1.80739748,6.98359966,5.53393173,0.11910175,22.83102417
Rust Nea,send-static-file,1.81319880,6.95180130,5.52518749,0.11913528,22.66440201
Rust Nea,send-static-file,1.84483910,6.82972002,5.45935488,0.12450539,20.32658195
Rust Nea,send-static-file,1.79323959,6.94033623,5.53653574,0.11810006,22.57508659
Rust Nea,send-static-file,1.80850363,6.96788025,5.54694653,0.11792569,20.79779625
Rust Nea,send-static-file,1.79929757,7.01212454,5.52739954,0.11507665,23.40800667
Rust Nea,send-static-file,1.82351863,7.01236820,5.53736258,0.12086715,22.77095032
Rust Nea,send-static-file,1.80713701,6.88679504,5.51570797,0.11843476,20.67523956
Rust Nea,send-static-file,1.80265474,6.93340874,5.52243185,0.11795487,22.46450424
Rust Nea,send-static-file,1.80154538,6.89975739,5.52351809,0.11864298,20.68523788
Rust Nea,send-static-file,1.81553578,6.95049334,5.53002548,0.11958624,22.84772301
Rust Nea,send-static-file,1.81099808,6.86621761,5.49030733,0.11807023,22.32458687
Rust Nea,send-static-file,1.80119669,6.85253525,5.49986887,0.11663436,20.49835968
Rust Nea,send-static-file,1.78471327,6.67878723,5.40144205,0.11640054,21.93408203
Rust Nea,send-static-file,1.80824721,6.83304405,5.48410606,0.11914965,20.42325401
Rust Nea,send-static-file,1.82821798,6.97290707,5.56424809,0.12036769,22.54379845
Rust Nea,send-static-file,1.79553795,6.84778404,5.49615049,0.11769862,20.47722816
Rust Nea,send-static-file,1.79928541,6.90252590,5.52257776,0.11788384,22.68927765
Rust Nea,send-static-file,1.78502095,6.78424358,5.47721815,0.11566279,20.21478081
Rust Nea,send-static-file,1.79808331,6.93512583,5.53117895,0.11857437,22.69142723
Rust Nea,send-static-file,1.79733992,6.95458603,5.53381538,0.11834183,22.81775665
Rust Nea,send-static-file,1.80153394,6.90630627,5.51735401,0.11931416,20.68525696
Rust Nea,send-static-file,1.80740762,6.92443991,5.53777695,0.11861359,22.45600510
Rust Nea,send-static-file,1.82327569,6.93097687,5.47976971,0.11696590,20.55263519
Rust Nea,send-static-file,1.78651690,6.87903261,5.50508738,0.11557872,22.58710670
Rust Nea,send-static-file,1.82226181,7.09144402,5.58771801,0.11905554,20.92944717
Rust Nea,send-static-file,1.79092205,6.81795692,5.45039701,0.11886780,22.42298126
Rust Nea,send-static-file,1.79781556,6.86817932,5.47999716,0.11815149,20.53565598
Rust Nea,send-static-file,1.78259492,6.87413454,5.48844099,0.11710420,22.68786812
Rust Nea,send-static-file,1.80091345,6.92208767,5.51912260,0.11584473,20.62386703
Rust Nea,send-static-file,1.78652978,6.76988077,5.44820166,0.11527352,22.36833382
Rust Nea,send-static-file,1.80043602,6.93452454,5.52399254,0.11774509,20.62471962
Rust Nea,varying-allocations,1.88132536,7.26394367,5.68143892,0.12528576,22.10509682
Rust Nea,varying-allocations,1.88264012,7.28059912,5.69925451,0.12587650,23.00899696
Rust Nea,varying-allocations,1.88144159,7.22676706,5.69522142,0.12571198,22.85488892
Rust Nea,varying-allocations,1.86919093,7.17941856,5.69049740,0.12394688,22.56429291
Rust Nea,varying-allocations,1.91100883,7.10611153,5.66200018,0.12702605,22.23952484
Rust Nea,varying-allocations,1.85119772,7.14277744,5.67107487,0.12312634,22.34646225
Rust Nea,varying-allocations,1.87034178,7.24901485,5.67280674,0.12270913,22.81223488
Rust Nea,varying-allocations,1.85700345,7.08631420,5.64749718,0.12303682,22.67983246
Rust Nea,varying-allocations,1.92421699,7.31126165,5.76325083,0.13011837,24.59090996
Rust Nea,varying-allocations,1.89515305,7.29004383,5.73172474,0.12623255,22.98662376
Rust Nea,varying-allocations,1.88236630,7.33152199,5.73755121,0.12374471,23.13448524
Rust Nea,varying-allocations,1.91750145,7.21130943,5.70415258,0.12954992,22.44666672
Rust Nea,varying-allocations,1.86961818,7.17036152,5.68313169,0.12449029,22.46977806
Rust Nea,varying-allocations,1.86651397,7.17401886,5.67733049,0.12496517,22.75657845
Rust Nea,varying-allocations,1.87917089,7.14837694,5.66675615,0.12611300,22.57769966
Rust Nea,varying-allocations,1.86879182,7.23793125,5.72093248,0.12517403,22.78375626
Rust Nea,varying-allocations,1.85907459,7.23607349,5.68678474,0.12379888,23.08238029
Rust Nea,varying-allocations,1.86822367,7.25136948,5.71805668,0.12109379,23.03477097
Rust Nea,varying-allocations,1.88332188,7.23920441,5.72757006,0.12427898,22.88277817
Rust Nea,varying-allocations,1.88333631,7.19981384,5.69692945,0.12714675,22.66400146
Rust Nea,varying-allocations,1.88407183,7.31586266,5.75966263,0.12457341,22.81893730
Rust Nea,varying-allocations,1.91275477,7.19097233,5.70260239,0.12553412,22.51765442
Rust Nea,varying-allocations,1.88101399,7.25480795,5.73652363,0.12352058,24.54315376
Rust Nea,varying-allocations,1.88155293,7.29042721,5.72939062,0.12418427,20.91719055
Rust Nea,varying-allocations,1.91273081,7.29892159,5.75716877,0.12577850,24.67394638
Rust Nea,varying-allocations,1.87941277,7.26529312,5.73973131,0.12543827,22.82726669
Rust Nea,varying-allocations,1.85369015,7.16782618,5.69561148,0.12223291,22.87325668
Rust Nea,varying-allocations,1.86810660,7.25290394,5.72160816,0.12274360,23.06623077
Rust Nea,varying-allocations,1.89169228,7.25534248,5.74451351,0.12634690,22.77406120
Rust Nea,varying-allocations,1.88200760,7.24250793,5.72843027,0.12393324,22.76012802
Rust Nea,varying-allocations,1.93481922,7.20565796,5.71558475,0.12995487,22.25945473
Rust Nea,varying-allocations,1.86618328,7.08269978,5.65831995,0.12271227,22.06966972
Rust Nea,varying-allocations,1.87436128,7.26913357,5.73381567,0.12435515,22.96129799
Rust Nea,varying-allocations,1.87836635,7.19503784,5.70778990,0.12472140,22.76663780
Rust Nea,varying-allocations,1.86708069,7.18676662,5.69723320,0.12483442,22.81806564
Rust Nea,varying-allocations,1.86173844,7.19571972,5.71832514,0.12094980,22.82761765
Rust Nea,varying-allocations,1.88318443,7.28709698,5.74247503,0.12330411,22.88302231
Rust Nea,varying-allocations,1.89414787,7.29278183,5.73835325,0.12319703,24.83217239
Rust Nea,varying-allocations,1.87255573,7.23692226,5.70341396,0.12377300,20.83952713
Rust Nea,varying-allocations,1.86983871,7.22297955,5.72388077,0.12155689,24.87563324
Rust Nea,varying-allocations,1.92718196,7.47055101,5.77889156,0.12647165,22.89810944
Rust Nea,varying-allocations,1.87074387,7.24805403,5.72434282,0.12148193,22.78026581
Rust Nea,varying-allocations,1.87976551,7.11011505,5.68421602,0.12372383,22.35788536
Rust Nea,varying-allocations,1.86774898,7.23621416,5.71963024,0.12335912,22.81686974
Rust Nea,varying-allocations,1.88186014,7.27295971,5.73491430,0.12228753,22.97914124
Rust Nea,varying-allocations,1.87469423,7.27683163,5.74464703,0.12026202,22.83570290
Rust Nea,varying-allocations,1.90004683,7.27907467,5.75157213,0.12316608,22.75912476
Rust Nea,varying-allocations,1.89219785,7.25195456,5.73958158,0.12170111,22.49190712
Rust Nea,varying-allocations,1.87494063,7.21008444,5.71435022,0.12251522,22.83526230
Rust Nea,varying-allocations,1.86685860,7.27160072,5.75072241,0.12178585,22.88096237
Rust Nea,varying-allocations,1.95719671,7.12779140,5.68093014,0.13211183,23.65694618
Rust Nea,varying-allocations,1.88969970,7.27470446,5.76893902,0.12137263,22.71512413
Rust Nea,varying-allocations,1.87267625,7.21438694,5.72451878,0.12188014,22.65181160
Rust Nea,varying-allocations,1.89058065,7.25819302,5.75316715,0.12367806,22.77604866
Rust Nea,varying-allocations,1.87355649,7.15844631,5.71558285,0.12253657,22.33773804
Rust Nea,varying-allocations,1.87907231,7.25510502,5.71968365,0.12349051,22.79662514
Rust Nea,varying-allocations,1.89723706,7.55001307,5.83662319,0.12430841,23.13914871
Rust Nea,varying-allocations,1.94577670,7.16594219,5.70151520,0.12758791,24.08361435
Rust Nea,varying-allocations,1.87788022,7.31649780,5.74720526,0.12369189,22.95500565
Rust Nea,varying-allocations,1.91128540,7.22278690,5.69981480,0.12567878,22.58278084
Rust Nea,varying-allocations,1.91360664,7.23090458,5.72278261,0.12515499,22.45363045
Rust Nea,varying-allocations,1.87155938,7.27254200,5.73195314,0.12323936,22.59130859
Rust Nea,varying-allocations,1.86854839,7.19890022,5.71234941,0.11937979,22.75294113
Rust Nea,varying-allocations,1.88022625,7.28538895,5.73574495,0.12048171,22.85706139
Rust Nea,varying-allocations,1.87320805,7.23817730,5.71921921,0.12327494,24.96335983
Rust Nea,varying-allocations,1.86948395,7.25322104,5.73368073,0.12107436,20.87626839
Rust Nea,varying-allocations,1.86495399,7.25078106,5.71971989,0.11937422,22.97811699
Rust Nea,varying-allocations,1.88498235,7.19804478,5.72404957,0.12431438,22.53605843
Rust Nea,varying-allocations,1.87919927,7.23072815,5.71967125,0.12354856,24.73389816
Rust Nea,varying-allocations,1.91272926,7.12241173,5.66396952,0.12950252,22.14270020
Rust Nea,varying-allocations,1.86303186,7.23487091,5.72405672,0.12343186,22.79405403
Rust Nea,varying-allocations,1.86701536,7.27549553,5.72684240,0.12147843,22.97443199
Rust Nea,varying-allocations,1.88326442,7.41208839,5.78629065,0.12373087,23.25788116
Rust Nea,varying-allocations,1.87520218,7.35431051,5.74459743,0.12342720,23.30354500
Rust Nea,varying-allocations,1.89153695,7.20554686,5.69863081,0.12555631,22.74308968
Rust Nea,varying-allocations,1.87797403,7.24413967,5.73547697,0.12362844,22.64233971
Rust Nea,varying-allocations,1.89893639,7.32898045,5.76150656,0.12281820,23.01111031
Rust Nea,varying-allocations,1.88823915,7.29136801,5.75168657,0.12487416,22.65523529
Rust Nea,varying-allocations,1.89434004,7.24888897,5.75493622,0.12410908,24.58182716
Rust Nea,varying-allocations,1.88665700,7.20855999,5.72333813,0.12422755,20.72056389
Rust Nea,varying-allocations,1.86496019,7.27512360,5.73558712,0.12340213,24.91560745
Rust Nea,varying-allocations,1.88746071,7.28494644,5.74523306,0.12384915,22.96912766
Rust Nea,varying-allocations,1.88338888,7.28456640,5.76583099,0.12513295,22.85140800
Rust Nea,varying-allocations,1.86785173,7.24501801,5.74104309,0.12366253,22.78543663
Rust Nea,varying-allocations,1.89542055,7.25494003,5.74329472,0.12616742,22.70489502
Rust Nea,varying-allocations,1.89507771,7.27454281,5.74851704,0.12647870,22.70550919
Rust Nea,varying-allocations,1.90090275,7.33834791,5.77999163,0.12681489,22.82009506
Rust Nea,varying-allocations,1.87297750,7.27035332,5.76147795,0.12401150,22.74502182
Rust Nea,varying-allocations,1.90040660,7.45884705,5.80146265,0.12480853,23.19598198
Rust Nea,varying-allocations,1.87819374,7.31415462,5.74851656,0.12527406,23.11069679
Rust Nea,varying-allocations,1.87088037,7.28219414,5.71724939,0.12392083,22.96752167
Rust Nea,varying-allocations,1.86887264,7.25098372,5.73599911,0.12151180,22.87736130
Rust Nea,varying-allocations,1.87800086,7.10591221,5.65405416,0.12472703,22.51729202
Rust Nea,varying-allocations,1.86744452,7.23579407,5.72210121,0.12318081,24.53616524
Rust Nea,varying-allocations,1.87626004,7.29185581,5.75902033,0.12432687,20.92665291
Rust Nea,varying-allocations,1.86754274,7.29691410,5.74638319,0.12342329,23.06723976
Rust Nea,varying-allocations,1.87725699,7.28748369,5.74635029,0.12302951,23.04987144
Rust Nea,varying-allocations,1.87392008,7.35786533,5.76468086,0.12295897,23.30583763
Rust Nea,varying-allocations,1.88415504,7.21263933,5.72822142,0.12359414,20.63128853
Rust Nea,varying-allocations,1.85948300,7.17272568,5.70121050,0.12232759,22.64414978
Rust Tokio,csv-svg-path,1.84394860,6.53923988,5.28402662,0.11762312,20.07817459
Rust Tokio,csv-svg-path,1.84864652,6.60769272,5.31573391,0.11675668,21.44477463
Rust Tokio,csv-svg-path,1.82823539,6.70707130,5.33518171,0.11572942,19.41876793
Rust Tokio,csv-svg-path,1.88150024,6.78288651,5.39681578,0.12125508,21.54228401
Rust Tokio,csv-svg-path,1.77931595,6.50759411,5.27263594,0.11349276,21.63123131
Rust Tokio,csv-svg-path,1.94342744,6.86636829,5.45265961,0.12518314,20.93156433
Rust Tokio,csv-svg-path,1.75205541,6.55527592,5.25204325,0.10945712,21.99247169
Rust Tokio,csv-svg-path,1.80080318,6.64211798,5.37368774,0.11236843,19.74906349
Rust Tokio,csv-svg-path,1.84439135,6.73511314,5.40947104,0.11493029,21.57738113
Rust Tokio,csv-svg-path,1.90560985,6.71379280,5.40496016,0.11996830,20.81167793
Rust Tokio,csv-svg-path,1.81748593,6.56413698,5.32561159,0.11479518,21.37548637
Rust Tokio,csv-svg-path,1.91901159,6.76542807,5.44143248,0.12336264,20.85021782
Rust Tokio,csv-svg-path,1.85259151,6.70752144,5.41300344,0.11632985,21.50022125
Rust Tokio,csv-svg-path,1.80430305,6.59289360,5.32982874,0.11390147,21.58655548
Rust Tokio,csv-svg-path,1.88579988,6.75457430,5.41891813,0.11868577,21.22209740
Rust Tokio,csv-svg-path,1.82873154,6.57216930,5.31902075,0.11480577,19.16788101
Rust Tokio,csv-svg-path,1.85435677,6.64116764,5.36852026,0.11959863,21.12206459
Rust Tokio,csv-svg-path,1.87005472,6.63443232,5.35502481,0.11880656,21.00024796
Rust Tokio,csv-svg-path,1.82902765,6.70999146,5.39998531,0.11449621,21.41735077
Rust Tokio,csv-svg-path,1.85086179,6.72370911,5.39413071,0.11519752,21.62831306
Rust Tokio,csv-svg-path,1.76823354,6.48214626,5.26529503,0.11531066,19.74479675
Rust Tokio,csv-svg-path,1.90082788,6.64871359,5.36868382,0.12455904,20.69522858
Rust Tokio,csv-svg-path,1.79710352,6.49134970,5.27883339,0.11663547,21.31817818
Rust Tokio,csv-svg-path,1.92232621,6.78114128,5.39362431,0.12312753,20.84429169
Rust Tokio,csv-svg-path,1.81521535,6.66757011,5.37478256,0.11232919,21.78579712
Rust Tokio,csv-svg-path,1.82211840,6.56744862,5.32894373,0.11521274,18.96095467
Rust Tokio,csv-svg-path,1.90537000,6.67438889,5.38648939,0.12314500,22.68710709
Rust Tokio,csv-svg-path,1.80591893,6.54503107,5.31819630,0.11546354,21.20866776
Rust Tokio,csv-svg-path,1.87493718,6.74604082,5.42211437,0.11824328,19.46026802
Rust Tokio,csv-svg-path,1.85050786,6.63798237,5.34173632,0.11770497,21.28519630
Rust Tokio,csv-svg-path,1.84525824,6.63030624,5.34395790,0.11674792,21.10708237
Rust Tokio,csv-svg-path,1.81897700,6.51501417,5.30593538,0.11672619,21.15406990
Rust Tokio,csv-svg-path,1.90136814,6.75873280,5.42551517,0.12247471,20.91301155
Rust Tokio,csv-svg-path,1.80566955,6.54800129,5.27665567,0.11339138,21.45911407
Rust Tokio,csv-svg-path,1.88519871,6.69763279,5.42111254,0.12089305,20.94192123
Rust Tokio,csv-svg-path,1.95221603,6.93474102,5.49952984,0.12681763,21.07209969
Rust Tokio,csv-svg-path,1.76345682,6.40796375,5.19941759,0.11202832,21.53458595
Rust Tokio,csv-svg-path,1.82915127,6.60029268,5.33417797,0.11595929,19.54212952
Rust Tokio,csv-svg-path,1.82679808,6.70593596,5.39782190,0.11178359,21.79633713
Rust Tokio,csv-svg-path,1.89909387,6.71434593,5.43471003,0.12373078,20.69832802
Rust Tokio,csv-svg-path,1.78552806,6.65298367,5.33153868,0.11229798,21.90137482
Rust Tokio,csv-svg-path,1.86307466,6.74182224,5.42894840,0.11812220,19.41897774
Rust Tokio,csv-svg-path,1.77631176,6.55717087,5.32108641,0.10871708,21.69910240
Rust Tokio,csv-svg-path,1.85100794,6.60902977,5.33131170,0.11885626,21.31555176
Rust Tokio,csv-svg-path,1.95460343,6.75842428,5.44174242,0.12751381,20.34908295
Rust Tokio,csv-svg-path,1.84285915,6.71710300,5.39625406,0.11477092,21.79887199
Rust Tokio,csv-svg-path,1.79470658,6.53676128,5.31214952,0.11331644,21.54121399
Rust Tokio,csv-svg-path,1.98248768,6.79438257,5.46184731,0.12940283,20.23672676
Rust Tokio,csv-svg-path,1.92224264,6.72598076,5.41743565,0.12453282,22.68819046
Rust Tokio,csv-svg-path,1.88558769,6.71128082,5.40190983,0.12082604,20.97247696
Rust Tokio,csv-svg-path,1.80656862,6.64187336,5.34230280,0.11429352,19.58250618
Rust Tokio,csv-svg-path,1.81423831,6.75100994,5.40942478,0.11093926,21.97504234
Rust Tokio,csv-svg-path,1.75172246,6.47384834,5.27142382,0.11062226,19.64931679
Rust Tokio,csv-svg-path,1.76148081,6.42955685,5.22780704,0.11010579,21.60061836
Rust Tokio,csv-svg-path,1.90031505,6.83271503,5.48384571,0.11919494,21.28989410
Rust Tokio,csv-svg-path,1.85661471,6.62814713,5.35108900,0.12017380,21.24302673
Rust Tokio,csv-svg-path,1.78197050,6.50570869,5.25394487,0.10997182,19.75148582
Rust Tokio,csv-svg-path,1.79749846,6.68833733,5.36107111,0.11156439,21.69247246
Rust Tokio,csv-svg-path,1.88317323,6.65473175,5.37663317,0.11970428,20.91429329
Rust Tokio,csv-svg-path,1.81126368,6.56134129,5.31889439,0.11238913,19.60536194
Rust Tokio,csv-svg-path,1.77290249,6.53196716,5.28687334,0.10931966,21.61144829
Rust Tokio,csv-svg-path,1.79923403,6.50905609,5.29766846,0.11751863,19.37686920
Rust Tokio,csv-svg-path,1.93289804,6.86192799,5.48072577,0.12119552,23.04413986
Rust Tokio,csv-svg-path,1.80140972,6.58888292,5.33658028,0.11156507,19.74798012
Rust Tokio,csv-svg-path,1.86658573,6.67817402,5.37208748,0.11666305,21.22520065
Rust Tokio,csv-svg-path,1.77047956,6.55410671,5.30480957,0.10984502,19.74077988
Rust Tokio,csv-svg-path,1.85944545,6.72729301,5.40635443,0.11610216,21.30046654
Rust Tokio,csv-svg-path,1.96506226,7.06797028,5.56163168,0.12503253,23.36163330
